TEAM_ID,TEAM_CITY,TEAM_NAME,YEAR,GP,WINS,LOSSES,WIN_PCT,CONF_RANK,DIV_RANK,PO_WINS,PO_LOSSES,CONF_COUNT,DIV_COUNT,NBA_FINALS_APPEARANCE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,PTS_RANK
1610612747,Los Angeles,Lakers,2022,82,43,39,0.524,7,5,8,8,15,5,N/A,3516,7298,0.482,885,2558,0.346,1691,2182,0.775,818,2930,3748,2072,1466,526,1154,378,9608,6
1610612748,Miami,Heat,2013,82,54,28,0.659,2,1,13,7,15,5,FINALS APPEARANCE,3142,6272,0.501,665,1829,0.364,1431,1884,0.76,627,2397,3024,1847,1596,732,1212,367,8380,12
1610612748,Miami,Heat,2014,82,37,45,0.451,10,3,0,0,15,5,N/A,2885,6330,0.456,556,1659,0.335,1438,1940,0.741,747,2461,3208,1626,1636,642,1214,372,7764,27
1610612748,Miami,Heat,2015,82,48,34,0.585,3,1,7,7,15,5,N/A,3150,6697,0.47,498,1480,0.336,1406,1889,0.744,807,2811,3618,1709,1502,553,1155,531,8204,23
1610612748,Miami,Heat,2016,82,41,41,0.5,9,3,0,0,15,5,N/A,3202,7037,0.455,808,2213,0.365,1248,1768,0.706,872,2705,3577,1742,1680,588,1102,469,8460,21
1610612748,Miami,Heat,2017,82,44,38,0.537,6,1,1,4,15,5,N/A,3184,6997,0.455,903,2506,0.36,1209,1601,0.755,763,2801,3564,1862,1648,620,1178,437,8480,23
1610612748,Miami,Heat,2018,82,39,43,0.476,10,3,0,0,15,5,N/A,3251,7218,0.45,928,2658,0.349,1238,1782,0.695,921,2879,3800,1991,1712,627,1208,448,8668,26
1610612748,Miami,Heat,2019,73,44,29,0.603,5,1,14,7,15,5,FINALS APPEARANCE,2880,6160,0.468,979,2584,0.379,1440,1840,0.783,620,2619,3239,1892,1501,547,1088,332,8179,11
1610612748,Miami,Heat,2020,72,40,32,0.556,6,2,0,4,15,5,N/A,2824,6029,0.468,932,2606,0.358,1201,1520,0.79,579,2409,2988,1895,1363,569,1013,286,7781,25
1610612748,Miami,Heat,2021,82,53,29,0.646,1,1,11,7,15,5,N/A,3246,6954,0.467,1114,2936,0.379,1416,1753,0.808,807,2778,3585,2090,1679,606,1194,265,9022,17
1610612748,Miami,Heat,2022,82,44,38,0.537,8,1,13,10,15,5,FINALS APPEARANCE,3215,6991,0.46,980,2852,0.344,1567,1885,0.831,796,2533,3329,1955,1516,655,1106,243,8977,30
1610612749,Milwaukee,Bucks,2013,82,15,67,0.183,15,5,0,0,15,5,N/A,2952,6737,0.438,548,1553,0.353,1377,1843,0.747,971,2399,3370,1760,1713,541,1238,403,7829,28
1610612749,Milwaukee,Bucks,2014,82,41,41,0.5,6,3,2,4,15,5,N/A,3083,6722,0.459,545,1500,0.363,1312,1734,0.757,876,2574,3450,1932,1814,789,1373,403,8023,22
1610612749,Milwaukee,Bucks,2015,82,33,49,0.402,12,5,0,0,15,5,N/A,3145,6740,0.467,440,1277,0.345,1392,1863,0.747,858,2559,3417,1895,1695,672,1247,475,8122,25
1610612749,Milwaukee,Bucks,2016,82,42,40,0.512,6,2,2,4,15,5,N/A,3182,6715,0.474,720,1946,0.37,1413,1839,0.768,723,2589,3312,1984,1660,666,1145,436,8497,20
